Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
853,21.0,0.0,695.0,13.0,50.0,45548.0,0.0,30.002000010000017,30.002000010000017,0.0,7667.2323179244995,,,,,,,,,,,,,,,,12.22686071739457,8.944022600504367,29.432316150998666,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,21.0,0.0,753.0,14.0,59.0,45607.0,0.0,27.301000010000028,27.301000010000028,0.0,7675.6278755664825,,,,,,,,,,,,,,,,10.176681265087616,7.9803479642735935,26.737489986611532,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,21.0,0.0,765.0,15.0,13.0,45620.0,0.0,5.3020000099999995,5.3020000099999995,0.0,7678.080139875412,,,,,,,,,,,,,,,,1.490828155810558,1.7882848414061292,5.289399471601874,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,21.0,0.0,791.0,16.0,27.0,45647.0,0.0,19.202000010000006,19.202000010000006,0.0,7682.3548147678375,,,,,,,,,,,,,,,,7.512597236233211,6.348187550400622,19.025698180037978,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,21.0,0.0,829.0,17.0,39.0,45686.0,0.0,19.903000010000003,19.903000010000003,0.0,7688.238125562668,,,,,,,,,,,,,,,,7.62924111743017,5.772387741383371,19.63272156910676,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,21.0,0.0,840.0,18.0,12.0,45698.0,0.0,5.70200001,5.70200001,0.0,7690.597784996033,,,,,,,,,,,,,,,,1.7715048535570654,2.0055886341301834,5.688201658269142,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,21.0,0.0,855.0,19.0,16.0,45714.0,0.0,4.40400001,4.40400001,0.0,7693.464069366455,,,,,,,,,,,,,,,,1.027917208457803,1.3525164354048507,4.392974226099234,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,21.0,0.0,894.0,20.0,40.0,45754.0,0.0,23.001000010000016,23.001000010000016,0.0,7699.383115053177,,,,,,,,,,,,,,,,8.207738908502543,7.353998040567873,22.70360179436277,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,21.0,0.0,939.0,21.0,46.0,45800.0,0.0,25.002000010000025,25.002000010000025,0.0,7706.109125137329,,,,,,,,,,,,,,,,8.667096071044488,7.230426028269113,24.636617304107112,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,21.0,0.0,1025.0,22.0,87.0,45887.0,0.0,47.30800001,47.30800001,0.0,7718.206468582153,,,,,,,,,,,,,,,,21.086652247696733,14.534503817580308,45.54008800470279,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,21.0,0.0,1088.0,23.0,64.0,45951.0,0.0,27.509000010000012,27.509000010000012,0.0,7727.3225836753845,,,,,,,,,,,,,,,,11.129662641932217,8.126507014593972,26.834665929487755,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,21.0,0.0,1113.0,24.0,26.0,45977.0,0.0,19.102000010000005,19.102000010000005,0.0,7731.451797008514,,,,,,,,,,,,,,,,8.135772811410806,6.066525058992079,18.917523212927662,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,21.0,0.0,1227.0,25.0,115.0,46092.0,0.0,42.106000010000066,42.106000010000066,0.0,7747.218286514282,,,,,,,,,,,,,,,,17.584436687454712,9.995976049264954,40.14151574337353,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,21.0,0.0,1258.0,26.0,32.0,46124.0,0.0,15.803000009999998,15.803000009999998,0.0,7752.738421916962,,,,,,,,,,,,,,,,5.823378113173783,4.930497891098371,15.638113401893508,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,21.0,0.0,1314.0,27.0,57.0,46181.0,0.0,29.601000010000018,29.601000010000018,0.0,7760.897751331329,,,,,,,,,,,,,,,,12.465124917177688,8.538665671969198,28.93188489953759,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,21.0,0.0,1412.0,28.0,99.0,46280.0,0.0,44.90200001000002,44.90200001000002,0.0,7774.475232362747,,,,,,,,,,,,,,,,20.481837486329276,12.01241481114229,42.93771765399373,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,21.0,0.0,1497.0,29.0,86.0,46366.0,0.0,36.00800001000002,36.00800001000002,0.0,7786.413944244385,,,,,,,,,,,,,,,,15.594441682681639,10.323643570807814,34.71718965662872,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,21.0,0.0,1524.0,30.0,28.0,46394.0,0.0,15.80100001,15.80100001,0.0,7790.806951522827,,,,,,,,,,,,,,,,6.186502201932113,4.723129738051885,15.64961406461245,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,21.0,0.0,1564.0,31.0,41.0,46435.0,0.0,25.801000010000003,25.801000010000003,0.0,7796.898464918137,,,,,,,,,,,,,,,,12.78843326071026,7.6181570138661865,25.314777457028615,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,21.0,0.0,1577.0,32.0,14.0,46449.0,0.0,6.301000009999999,6.301000009999999,0.0,7799.538649082184,,,,,,,,,,,,,,,,2.2259970457129272,2.1192609453262703,6.278340388794527,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,21.0,0.0,1601.0,33.0,25.0,46474.0,0.0,9.606000009999999,9.606000009999999,0.0,7803.528221845627,,,,,,,,,,,,,,,,3.3586840499824473,2.776355253238649,9.534926519319743,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,21.0,0.0,1662.0,34.0,62.0,46536.0,0.0,29.610000010000018,29.610000010000018,0.0,7812.288334369659,,,,,,,,,,,,,,,,15.681772037916131,8.841088842510665,28.682094009696826,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,21.0,0.0,1759.0,35.0,98.0,46634.0,0.0,56.90400001000001,56.90400001000001,0.0,7825.633878707886,,,,,,,,,,,,,,,,25.08091057250561,17.628787053541114,54.52567736182881,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,21.0,0.0,1819.0,36.0,61.0,46695.0,0.0,21.10300001000002,21.10300001000002,0.0,7834.275235176086,,,,,,,,,,,,,,,,7.903124063472471,6.071105364240524,20.64946202821987,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,21.0,0.0,1857.0,37.0,39.0,46734.0,0.0,25.702000010000006,25.702000010000006,0.0,7840.140463352203,,,,,,,,,,,,,,,,10.977555073739973,8.193250433612192,25.310163080278166,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,21.0,0.0,1975.0,38.0,119.0,46853.0,0.0,62.501000010000034,62.501000010000034,0.0,7856.4681515693665,,,,,,,,,,,,,,,,28.303717995605798,17.198889858013764,59.22038166818674,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,21.0,0.0,2001.0,39.0,27.0,46880.0,0.0,17.701000010000005,17.701000010000005,0.0,7860.611571311951,,,,,,,,,,,,,,,,7.932814869285064,5.701354747643816,17.512259082481073,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,21.0,0.0,2034.0,40.0,34.0,46914.0,0.0,20.401000010000004,20.401000010000004,0.0,7866.443081855774,,,,,,,,,,,,,,,,8.696764328774737,5.987049071027402,20.134140928078516,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,22.0,0.0,42.0,1.0,43.0,46957.0,0.0,25.003000010000004,25.003000010000004,0.0,7919.355154275894,,,,,,,,,,,,,,,,11.323111287780375,7.918341436503966,24.55198131723045,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,22.0,0.0,163.0,2.0,122.0,47079.0,0.0,68.10900001,68.10900001,0.0,7935.909450054169,,,,,,,,,,,,,,,,27.261353187333036,19.79042378894447,64.87525152585856,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,22.0,0.0,197.0,3.0,35.0,47114.0,0.0,13.403000009999994,13.403000009999994,0.0,7941.240406036377,,,,,,,,,,,,,,,,5.677044856377107,3.6909212106451608,13.223203688571752,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,22.0,0.0,280.0,4.0,84.0,47198.0,0.0,39.50500001,39.50500001,0.0,7952.889033317566,,,,,,,,,,,,,,,,18.455485500627564,11.43517553987127,38.011205919367285,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,22.0,0.0,301.0,5.0,22.0,47220.0,0.0,14.202000009999999,14.202000009999999,0.0,7956.538932323456,,,,,,,,,,,,,,,,5.38067219278632,4.6849657180763575,14.103109002954442,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,22.0,0.0,377.0,6.0,77.0,47297.0,0.0,32.41000001000002,32.41000001000002,0.0,7967.367095708847,,,,,,,,,,,,,,,,12.115676799588684,9.084328547749669,31.520729302533795,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,22.0,0.0,397.0,7.0,21.0,47318.0,0.0,11.402000009999998,11.402000009999998,0.0,7970.96750664711,,,,,,,,,,,,,,,,3.8460954890894428,3.743567677449312,11.336414514732944,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,22.0,0.0,438.0,8.0,42.0,47360.0,0.0,17.002000010000003,17.002000010000003,0.0,7977.169913053513,,,,,,,,,,,,,,,,8.23110475548342,4.743922204639539,16.681205920946127,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,22.0,0.0,519.0,9.0,82.0,47442.0,0.0,44.101000010000014,44.101000010000014,0.0,7988.578134298325,,,,,,,,,,,,,,,,19.8979517005672,12.406168664574805,42.53179771997405,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,22.0,0.0,552.0,10.0,34.0,47476.0,0.0,11.404000009999994,11.404000009999994,0.0,7993.760988712311,,,,,,,,,,,,,,,,3.7590535858945704,3.341038639543299,11.291242484149628,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,22.0,0.0,697.0,11.0,146.0,47622.0,0.0,90.89999999999998,90.89999999999998,0.0,8013.491342544556,,,,,,,,,,,,,,,,41.72468356477302,23.414101098075182,84.93485573884679,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,22.0,0.0,791.0,12.0,95.0,47717.0,0.0,60.30300001000002,60.30300001000002,0.0,8026.621953725815,,,,,,,,,,,,,,,,24.375792499049147,16.533153820678876,58.06974526034974,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,22.0,0.0,895.0,13.0,105.0,47822.0,0.0,55.60300001000001,55.60300001000001,0.0,8040.878524780273,,,,,,,,,,,,,,,,26.25868238476619,17.662496221654905,52.925022064048356,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,22.0,0.0,933.0,14.0,39.0,47861.0,0.0,20.402000010000002,20.402000010000002,0.0,8046.85896396637,,,,,,,,,,,,,,,,10.507348854200224,5.9584879965239494,20.022743497037435,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,22.0,0.0,951.0,15.0,19.0,47880.0,0.0,7.90500001,7.90500001,0.0,8050.145489692688,,,,,,,,,,,,,,,,2.010246067185165,2.6213671546629556,7.876692273063732,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,22.0,0.0,961.0,16.0,11.0,47891.0,0.0,4.70200001,4.70200001,0.0,8053.12180685997,,,,,,,,,,,,,,,,1.3798351730858578,1.6544388237957894,4.692894552821963,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,22.0,0.0,996.0,17.0,36.0,47927.0,0.0,20.801000010000013,20.801000010000013,0.0,8058.606475830078,,,,,,,,,,,,,,,,8.157294831770422,6.405232303373927,20.536030721609652,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,22.0,0.0,1066.0,18.0,71.0,47998.0,0.0,34.00600001000002,34.00600001000002,0.0,8068.678249120712,,,,,,,,,,,,,,,,13.489648366808586,9.619113204900456,33.094819443767186,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,22.0,0.0,1200.0,19.0,135.0,48133.0,0.0,69.50400000000005,69.50400000000005,0.0,8086.9690680503845,,,,,,,,,,,,,,,,35.93627986737606,16.448657512054737,64.7532917895612,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,22.0,0.0,1259.0,20.0,60.0,48193.0,0.0,27.601000010000032,27.601000010000032,0.0,8095.457310676575,,,,,,,,,,,,,,,,10.572479888896266,7.8354458651162355,27.004227924479597,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,22.0,0.0,1395.0,21.0,137.0,48330.0,0.0,71.50200001,71.50200001,0.0,8113.990722417831,,,,,,,,,,,,,,,,31.80777621744037,18.693758636056653,67.24338583025842,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,22.0,0.0,1462.0,22.0,68.0,48398.0,0.0,38.902000010000016,38.902000010000016,0.0,8123.625763177872,,,,,,,,,,,,,,,,16.943915513769664,11.539197277540277,37.80456223281025,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,22.0,0.0,1514.0,23.0,53.0,48451.0,0.0,24.902000010000016,24.902000010000016,0.0,8131.267971277237,,,,,,,,,,,,,,,,10.036809118180777,6.5688181448763885,24.404490426280887,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,22.0,0.0,1573.0,24.0,60.0,48511.0,0.0,21.31000001000001,21.31000001000001,0.0,8139.84162735939,,,,,,,,,,,,,,,,7.410797540963732,5.271147125334928,20.89365661169484,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,22.0,0.0,1621.0,25.0,49.0,48560.0,0.0,23.30800001000001,23.30800001000001,0.0,8147.05326128006,,,,,,,,,,,,,,,,8.746711350459844,6.647125330170316,22.911068934112038,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,22.0,0.0,1744.0,26.0,124.0,48684.0,0.0,73.20300000999995,73.20300000999995,0.0,8163.890727043152,,,,,,,,,,,,,,,,33.670946080716554,21.53731082044271,69.13060424631821,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,22.0,0.0,1766.0,27.0,23.0,48707.0,0.0,10.401000009999997,10.401000009999997,0.0,8167.6340754032135,,,,,,,,,,,,,,,,3.6167164587412786,2.9323699748621888,10.331764011919612,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,22.0,0.0,1795.0,28.0,30.0,48737.0,0.0,21.701000010000005,21.701000010000005,0.0,8172.315885782242,,,,,,,,,,,,,,,,9.79233969054514,6.728162529310423,21.438460619593794,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,22.0,0.0,1807.0,29.0,13.0,48750.0,0.0,5.20300001,5.20300001,0.0,8174.795410633087,,,,,,,,,,,,,,,,1.4168744638490196,1.768332404569517,5.19118870513895,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,22.0,0.0,1858.0,30.0,52.0,48802.0,0.0,30.602000010000005,30.602000010000005,0.0,8182.827811956406,,,,,,,,,,,,,,,,13.566939506037137,9.097549038499446,29.94002612131342,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,22.0,0.0,2004.0,31.0,147.0,48949.0,0.0,88.20499999999987,88.20499999999987,0.0,8202.599385023117,,,,,,,,,,,,,,,,35.4560729924315,24.279127880880235,83.11152486797299,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,22.0,0.0,2063.0,32.0,60.0,49009.0,0.0,34.30100001,34.30100001,0.0,8211.40783047676,,,,,,,,,,,,,,,,15.450119672046135,9.815625746816188,33.422865815164464,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,22.0,0.0,2133.0,33.0,71.0,49080.0,0.0,28.51000001000005,28.51000001000005,0.0,8221.361593961716,,,,,,,,,,,,,,,,8.349169644949907,7.72259566924196,27.95351164650002,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,22.0,0.0,2184.0,34.0,52.0,49132.0,0.0,36.70200001,36.70200001,0.0,8228.882822036743,,,,,,,,,,,,,,,,16.25466807195936,10.84131064868308,35.908920859189266,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,22.0,0.0,2219.0,35.0,36.0,49168.0,0.0,12.905000009999993,12.905000009999993,0.0,8234.298156738281,,,,,,,,,,,,,,,,3.793697228771704,3.4933831868482015,12.785005612605598,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,22.0,0.0,2241.0,36.0,23.0,49191.0,0.0,17.602000010000005,17.602000010000005,0.0,8238.073308706284,,,,,,,,,,,,,,,,7.410661687058099,5.810800306000112,17.456421874759485,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,22.0,0.0,2309.0,37.0,69.0,49260.0,0.0,43.201000010000016,43.201000010000016,0.0,8247.847654104233,,,,,,,,,,,,,,,,17.395400238514732,13.366255034102096,42.06017296674775,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,22.0,0.0,2381.0,38.0,73.0,49333.0,0.0,41.109000010000024,41.109000010000024,0.0,8258.044805765152,,,,,,,,,,,,,,,,17.19417541631267,10.750651612920361,39.910930310335836,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,22.0,0.0,2400.0,39.0,20.0,49353.0,0.0,12.70100001,12.70100001,0.0,8261.46747970581,,,,,,,,,,,,,,,,5.280861211904994,4.0845769925764355,12.613276923897702,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,22.0,0.0,2506.0,40.0,107.0,49460.0,0.0,55.20700001,55.20700001,0.0,8276.088086605072,,,,,,,,,,,,,,,,26.091402810696376,15.862155204158944,52.49380511718339,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,23.0,0.0,33.0,1.0,34.0,49494.0,0.0,13.302000009999997,13.302000009999997,0.0,8340.562139511108,,,,,,,,,,,,,,,,6.8302385661816745,3.805592428062148,13.089691829145153,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,23.0,0.0,95.0,2.0,63.0,49557.0,0.0,24.004000010000013,24.004000010000013,0.0,8349.452035188675,,,,,,,,,,,,,,,,11.169215575547764,6.621780167461194,23.334843487803848,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,23.0,0.0,242.0,3.0,148.0,49705.0,0.0,93.70399999999998,93.70399999999998,0.0,8369.33562541008,,,,,,,,,,,,,,,,42.63438398661102,26.115997967263475,87.52426982379198,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,23.0,0.0,265.0,4.0,24.0,49729.0,0.0,11.803000009999998,11.803000009999998,0.0,8373.235582590103,,,,,,,,,,,,,,,,4.819939506456907,4.113137013450503,11.703845246598087,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,23.0,0.0,296.0,5.0,32.0,49761.0,0.0,4.317000009999999,4.317000009999999,0.0,8378.179786682129,,,,,,,,,,,,,,,,0.7091546299070722,0.9562484607679429,4.2993155320048855,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,23.0,0.0,316.0,6.0,21.0,49782.0,0.0,12.20100001,12.20100001,0.0,8381.695877552032,,,,,,,,,,,,,,,,4.852278127635646,3.9365614526402473,12.116070517965252,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,23.0,0.0,331.0,7.0,16.0,49798.0,0.0,7.70200001,7.70200001,0.0,8384.670605659485,,,,,,,,,,,,,,,,2.879301491246624,2.6080055188901428,7.666476964595898,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,23.0,0.0,451.0,8.0,121.0,49919.0,0.0,78.30500000999997,78.30500000999997,0.0,8401.101264238358,,,,,,,,,,,,,,,,35.34830210475774,24.249159876349584,74.13734109852759,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,23.0,0.0,526.0,9.0,76.0,49995.0,0.0,55.202000010000006,55.202000010000006,0.0,8411.67593073845,,,,,,,,,,,,,,,,23.000512812549953,16.105819685046885,53.53049204109987,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,23.0,0.0,539.0,10.0,14.0,50009.0,0.0,8.20100001,8.20100001,0.0,8414.269105672836,,,,,,,,,,,,,,,,2.9626232800706864,2.827981090920409,8.170656563923005,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,23.0,0.0,594.0,11.0,56.0,50065.0,0.0,27.70600001,27.70600001,0.0,8422.280507087708,,,,,,,,,,,,,,,,12.020752685305022,7.2349238010754675,27.071930542851074,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,23.0,0.0,655.0,12.0,62.0,50127.0,0.0,29.002000010000014,29.002000010000014,0.0,8431.078835725784,,,,,,,,,,,,,,,,14.46277832722962,9.599632659159829,28.14791845048949,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,23.0,0.0,740.0,13.0,86.0,50213.0,0.0,49.40200001,49.40200001,0.0,8442.949073314667,,,,,,,,,,,,,,,,23.73311407610161,13.955384226190858,47.43211743096234,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,23.0,0.0,766.0,14.0,27.0,50240.0,0.0,12.704000009999996,12.704000009999996,0.0,8447.274926185608,,,,,,,,,,,,,,,,4.2518871886552505,3.6367386992123016,12.606057000095062,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,23.0,0.0,783.0,15.0,18.0,50258.0,0.0,10.20100001,10.20100001,0.0,8450.473733186722,,,,,,,,,,,,,,,,3.9496800868445545,3.240195358287484,10.143999447971616,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,23.0,0.0,826.0,16.0,44.0,50302.0,0.0,20.606000010000002,20.606000010000002,0.0,8457.537848711014,,,,,,,,,,,,,,,,9.153180431075784,5.462650949039888,20.232645897361103,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,23.0,0.0,856.0,17.0,31.0,50333.0,0.0,15.302000009999997,15.302000009999997,0.0,8462.376473903656,,,,,,,,,,,,,,,,6.309660513805398,4.615694629631691,15.127838032618456,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,23.0,0.0,891.0,18.0,36.0,50369.0,0.0,16.202000010000003,16.202000010000003,0.0,8467.84683728218,,,,,,,,,,,,,,,,7.01152254124484,4.8902951101316825,15.972569290346785,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,23.0,0.0,920.0,19.0,30.0,50399.0,0.0,15.501000009999998,15.501000009999998,0.0,8472.553420066833,,,,,,,,,,,,,,,,6.152437220858394,4.5425925557223055,15.33791724784295,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,23.0,0.0,979.0,20.0,60.0,50459.0,0.0,27.204000010000016,27.204000010000016,0.0,8481.067950963974,,,,,,,,,,,,,,,,10.751966818749096,7.412379112611701,26.596230197891693,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,23.0,0.0,1121.0,21.0,143.0,50602.0,0.0,93.39999999999992,93.39999999999992,0.0,8500.339010477066,,,,,,,,,,,,,,,,44.668809326039735,26.031116704674492,87.14417324895135,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,23.0,0.0,1234.0,22.0,114.0,50716.0,0.0,67.10300001000003,67.10300001000003,0.0,8515.851580381393,,,,,,,,,,,,,,,,27.594894777059203,18.967121344707248,64.04882572591825,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,23.0,0.0,1247.0,23.0,14.0,50730.0,0.0,6.301000009999999,6.301000009999999,0.0,8518.561787128448,,,,,,,,,,,,,,,,2.226227008366004,2.1992574939129854,6.27833739628753,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,23.0,0.0,1291.0,24.0,45.0,50775.0,0.0,26.902000010000016,26.902000010000016,0.0,8525.147848844528,,,,,,,,,,,,,,,,10.408957352619607,8.546091437587872,26.470476362847588,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,23.0,0.0,1445.0,25.0,155.0,50930.0,0.0,81.70099999999992,81.70099999999992,0.0,8546.059792757034,,,,,,,,,,,,,,,,39.235186748547996,22.748863212376598,75.73451575648014,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,23.0,0.0,1532.0,26.0,88.0,51018.0,0.0,51.10500001,51.10500001,0.0,8558.176349401474,,,,,,,,,,,,,,,,25.86904049513664,14.295841325415243,48.90329678370682,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,23.0,0.0,1554.0,27.0,23.0,51041.0,0.0,7.10200001,7.10200001,0.0,8561.967476844788,,,,,,,,,,,,,,,,2.9286642964077902,1.9912649768205268,7.0446140094885195,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
