Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
11,0.0,0.0,225.0,11.0,29.0,225.0,0.0,1535.1284538758657,1535.1284538758657,0.0,19.82658839225769,,,,,,,,,,,,,,,,611.5739887083264,488.7658489620243,1518.9117199232483,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,238.0,12.0,13.0,238.0,0.0,749.0670615618038,749.0670615618038,0.0,21.303362131118774,,,,,,,,,,,,,,,,318.8519722261722,244.670688416581,745.66765357644,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,0.0,260.0,13.0,22.0,260.0,0.0,1325.468736064166,1325.468736064166,0.0,23.432361125946045,,,,,,,,,,,,,,,,533.3776839235778,424.6320814268333,1315.049476494341,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,278.0,14.0,18.0,278.0,0.0,770.9246415534625,770.9246415534625,0.0,25.263184547424316,,,,,,,,,,,,,,,,294.39201722373986,255.46476782371988,766.3919772206559,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,0.0,290.0,15.0,12.0,290.0,0.0,545.1083842479889,545.1083842479889,0.0,26.66853141784668,,,,,,,,,,,,,,,,176.80657240302972,188.5365119124619,543.5302356147674,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,0.0,313.0,16.0,23.0,313.0,0.0,1336.9429050550664,1336.9429050550664,0.0,28.845755100250244,,,,,,,,,,,,,,,,524.5192388892341,434.7860185084803,1326.205167728343,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,0.0,332.0,17.0,19.0,332.0,0.0,1170.5125814624905,1170.5125814624905,0.0,30.900755167007446,,,,,,,,,,,,,,,,474.28979133324367,374.2979646174721,1162.6637391663255,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,0.0,346.0,18.0,14.0,346.0,0.0,730.7169305795626,730.7169305795626,0.0,32.49966239929199,,,,,,,,,,,,,,,,283.1911587473052,245.5476598653032,727.4797340911915,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,0.0,357.0,19.0,11.0,357.0,0.0,586.9423067439325,586.9423067439325,0.0,33.824374198913574,,,,,,,,,,,,,,,,186.62971850613738,199.8257474930043,585.4748546950602,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,0.0,372.0,20.0,15.0,372.0,0.0,576.471436867956,576.471436867956,0.0,35.40201544761658,,,,,,,,,,,,,,,,183.2342350599126,197.04475209251905,574.2972205626198,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1.0,0.0,22.0,1.0,22.0,394.0,0.0,1225.8064045670988,1225.8064045670988,0.0,56.08343052864075,,,,,,,,,,,,,,,,504.1063923047639,385.7002591088839,1215.9319959323261,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1.0,0.0,55.0,2.0,33.0,427.0,0.0,2377.475824743814,2377.475824743814,0.0,59.1021933555603,,,,,,,,,,,,,,,,1084.696671759693,741.6657442821703,2344.024859435179,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1.0,0.0,78.0,3.0,23.0,450.0,0.0,1257.6600085686393,1257.6600085686393,0.0,61.229554653167725,,,,,,,,,,,,,,,,551.0342093682384,403.74712325661983,1246.232454207377,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1.0,0.0,95.0,4.0,17.0,467.0,0.0,813.6463063567229,813.6463063567229,0.0,63.04112386703491,,,,,,,,,,,,,,,,327.66693063232094,263.7609311073263,808.8848533893628,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.0,0.0,107.0,5.0,12.0,479.0,0.0,475.9867895381483,475.9867895381483,0.0,64.50771236419678,,,,,,,,,,,,,,,,141.02348472102972,157.51360214806803,474.76927699849443,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1.0,0.0,122.0,6.0,15.0,494.0,0.0,711.9815279144228,711.9815279144228,0.0,66.26382040977478,,,,,,,,,,,,,,,,250.58500844808435,243.48956680101776,708.9316844721737,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.0,0.0,137.0,7.0,15.0,509.0,0.0,837.1306906200307,837.1306906200307,0.0,67.8853816986084,,,,,,,,,,,,,,,,298.294201962272,265.8400953685438,833.4897673579546,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.0,0.0,152.0,8.0,15.0,524.0,0.0,739.5484516266083,739.5484516266083,0.0,69.48579120635986,,,,,,,,,,,,,,,,260.2154848362644,247.40964177800257,736.3816009550196,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.0,0.0,174.0,9.0,22.0,546.0,0.0,1197.2398583536224,1197.2398583536224,0.0,71.79097437858582,,,,,,,,,,,,,,,,517.2118813377023,381.9961525008736,1187.0482452094022,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.0,0.0,186.0,10.0,12.0,558.0,0.0,655.248232605271,655.248232605271,0.0,73.43603754043579,,,,,,,,,,,,,,,,242.33971525226357,224.10589738827431,652.9931491714154,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.0,0.0,208.0,11.0,22.0,580.0,0.0,1256.454359825957,1256.454359825957,0.0,75.54102826118469,,,,,,,,,,,,,,,,498.7861117023463,419.6079188331235,1246.7277931616668,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,0.0,221.0,12.0,13.0,593.0,0.0,664.8687513069913,664.8687513069913,0.0,76.95688486099243,,,,,,,,,,,,,,,,261.4059199127198,230.24797928875302,662.1326069550812,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.0,0.0,250.0,13.0,29.0,622.0,0.0,1770.8851952814105,1770.8851952814105,0.0,79.48272252082825,,,,,,,,,,,,,,,,787.6815682733123,566.7143153132207,1749.7922220235084,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,266.0,14.0,16.0,638.0,0.0,760.8304640735211,760.8304640735211,0.0,81.22098326683044,,,,,,,,,,,,,,,,274.94682511550144,253.2264593116829,757.1885033750481,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,280.0,15.0,14.0,652.0,0.0,559.3791418560004,559.3791418560004,0.0,82.80637574195862,,,,,,,,,,,,,,,,153.17753413637527,177.98616019694373,557.7924488269181,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,293.0,16.0,13.0,665.0,0.0,690.8594129474101,690.8594129474101,0.0,84.51816082000732,,,,,,,,,,,,,,,,229.20837533520802,233.65076411149826,688.5682723403928,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,313.0,17.0,20.0,685.0,0.0,939.0088170716375,939.0088170716375,0.0,86.39967727661133,,,,,,,,,,,,,,,,315.94013310254235,305.85212792110127,933.6236380476345,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,333.0,18.0,20.0,705.0,0.0,1236.1384783785425,1236.1384783785425,0.0,88.40145206451416,,,,,,,,,,,,,,,,551.0154044811951,379.52324138547965,1226.3445148037224,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,344.0,19.0,11.0,716.0,0.0,512.7814030771118,512.7814030771118,0.0,89.68341588973999,,,,,,,,,,,,,,,,175.89471717887125,182.12110366134,511.35791910725146,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,374.0,20.0,30.0,746.0,0.0,1383.9480514050872,1383.9480514050872,0.0,92.3703281879425,,,,,,,,,,,,,,,,478.14417862838565,450.8965439468936,1370.974700746983,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,39.0,1.0,39.0,785.0,0.0,2870.508311576453,2870.508311576453,0.0,116.7233018875122,,,,,,,,,,,,,,,,1384.5279394169895,899.0556269611765,2819.331052992182,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,53.0,2.0,14.0,799.0,0.0,728.5105642280053,728.5105642280053,0.0,118.31422400474548,,,,,,,,,,,,,,,,279.5368309713257,249.74785053733973,725.322370965372,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,76.0,3.0,23.0,822.0,0.0,1137.8006967734375,1137.8006967734375,0.0,120.44987297058105,,,,,,,,,,,,,,,,424.38581795707756,360.03100461575673,1129.168991952377,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,94.0,4.0,18.0,840.0,0.0,889.8146470848243,889.8146470848243,0.0,122.24234914779663,,,,,,,,,,,,,,,,341.36348119966726,298.94662084162485,884.5546590823127,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,107.0,5.0,13.0,853.0,0.0,599.8661952621159,599.8661952621159,0.0,123.70619630813599,,,,,,,,,,,,,,,,215.14617435901314,202.2942312450534,597.6669619574062,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,121.0,6.0,14.0,867.0,0.0,575.5770179155445,575.5770179155445,0.0,125.51628184318542,,,,,,,,,,,,,,,,195.0937608563823,186.5634284838433,573.4191243879432,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,132.0,7.0,11.0,878.0,0.0,686.1418417734474,686.1418417734474,0.0,126.85402774810791,,,,,,,,,,,,,,,,263.2106492693749,227.19965425134387,683.930455086571,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,144.0,8.0,12.0,890.0,0.0,680.409435405668,680.409435405668,0.0,128.26945328712463,,,,,,,,,,,,,,,,244.3475697291992,229.48674335801775,678.1554199889066,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,191.0,9.0,47.0,937.0,0.0,3080.09719942507,3080.09719942507,0.0,132.0020682811737,,,,,,,,,,,,,,,,1397.3512689386177,949.3939317291857,3017.4391289138684,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,210.0,10.0,19.0,956.0,0.0,958.2425237604119,958.2425237604119,0.0,133.91574621200562,,,,,,,,,,,,,,,,355.6226354428721,325.30676972308805,952.4381318188165,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,230.0,11.0,20.0,976.0,0.0,1121.095007485578,1121.095007485578,0.0,136.0057852268219,,,,,,,,,,,,,,,,446.64681296342667,366.90038003471966,1113.2753465728827,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,268.0,12.0,38.0,1014.0,0.0,2568.57404618381,2568.57404618381,0.0,139.11635971069336,,,,,,,,,,,,,,,,1175.59745307544,787.3046784117001,2526.42777073768,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,285.0,13.0,17.0,1031.0,0.0,896.2540400985529,896.2540400985529,0.0,141.0368676185608,,,,,,,,,,,,,,,,314.98878614504457,298.2042902643029,891.7910217558431,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,300.0,14.0,15.0,1046.0,0.0,762.6801596629844,762.6801596629844,0.0,142.61785411834717,,,,,,,,,,,,,,,,259.6634469983128,259.28432657585614,759.5447527107204,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,313.0,15.0,13.0,1059.0,0.0,558.9938615451073,558.9938615451073,0.0,144.14861178398132,,,,,,,,,,,,,,,,166.80171089599966,182.6756033392694,557.382822125585,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,327.0,16.0,14.0,1073.0,0.0,525.9896449545495,525.9896449545495,0.0,145.64896273612976,,,,,,,,,,,,,,,,161.4042211374628,170.8998891014406,524.2542400987238,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,350.0,17.0,23.0,1096.0,0.0,1382.7171068780744,1382.7171068780744,0.0,147.85448551177979,,,,,,,,,,,,,,,,647.587350587429,460.0513127284083,1369.1917896041678,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,369.0,18.0,19.0,1115.0,0.0,861.4912049598746,861.4912049598746,0.0,149.7483355998993,,,,,,,,,,,,,,,,294.9308051154138,275.2929901182308,856.7442639266086,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,380.0,19.0,11.0,1126.0,0.0,548.8102134092406,548.8102134092406,0.0,151.07616543769836,,,,,,,,,,,,,,,,185.67608857470194,190.52822324258855,547.3150915264455,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,397.0,20.0,17.0,1143.0,0.0,798.8244770072828,798.8244770072828,0.0,152.99520754814148,,,,,,,,,,,,,,,,280.1005075919063,264.2417015186064,794.8576260042247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,22.0,1.0,22.0,1165.0,0.0,1330.1390394989264,1330.1390394989264,0.0,171.08846163749695,,,,,,,,,,,,,,,,569.4742823834093,414.5697345603877,1318.929534821313,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,46.0,2.0,24.0,1189.0,0.0,1247.6714032809969,1247.6714032809969,0.0,173.3281111717224,,,,,,,,,,,,,,,,504.83223072340587,403.96137724060264,1236.7922219656007,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,65.0,3.0,19.0,1208.0,0.0,1021.9252986653692,1021.9252986653692,0.0,175.23278331756592,,,,,,,,,,,,,,,,369.6127428038796,350.3425432663591,1015.9185751272228,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,89.0,4.0,24.0,1232.0,0.0,1489.4255223880293,1489.4255223880293,0.0,177.4298074245453,,,,,,,,,,,,,,,,678.0613340852668,462.94029807302843,1474.6266770470302,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,101.0,5.0,12.0,1244.0,0.0,557.4580268169991,557.4580268169991,0.0,178.89353823661804,,,,,,,,,,,,,,,,185.29880180348172,181.62387463595923,555.7902314267842,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,116.0,6.0,15.0,1259.0,0.0,598.6160332145672,598.6160332145672,0.0,180.74605584144592,,,,,,,,,,,,,,,,155.52819984757312,192.0982644658868,596.8799902070607,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,133.0,7.0,17.0,1276.0,0.0,957.0997357076928,957.0997357076928,0.0,182.52133059501648,,,,,,,,,,,,,,,,385.06354656100285,311.6915500055273,951.5051605767326,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,148.0,8.0,15.0,1291.0,0.0,771.4321612301914,771.4321612301914,0.0,184.37765645980835,,,,,,,,,,,,,,,,275.9348177571248,257.55780398588445,768.0612001639985,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,166.0,9.0,18.0,1309.0,0.0,989.5713659966827,989.5713659966827,0.0,186.3202509880066,,,,,,,,,,,,,,,,359.6432804257719,318.76711430387445,984.081868817837,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,184.0,10.0,18.0,1327.0,0.0,949.4221953091436,949.4221953091436,0.0,188.14285516738892,,,,,,,,,,,,,,,,336.9787477471146,309.41913445739397,944.3008787284241,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,205.0,11.0,21.0,1348.0,0.0,909.2186957032447,909.2186957032447,0.0,190.1257083415985,,,,,,,,,,,,,,,,296.9567413618475,305.7360425084715,903.8864906252711,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,227.0,12.0,22.0,1370.0,0.0,1003.822086746273,1003.822086746273,0.0,192.1535882949829,,,,,,,,,,,,,,,,372.6565928517104,321.23256605388747,996.6202619655013,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,244.0,13.0,17.0,1387.0,0.0,909.5245288742223,909.5245288742223,0.0,194.21835112571716,,,,,,,,,,,,,,,,347.93924997693955,307.83387958489334,904.5140757003146,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,263.0,14.0,19.0,1406.0,0.0,1009.587709967634,1009.587709967634,0.0,196.2534306049347,,,,,,,,,,,,,,,,414.186773266076,320.416695528047,1002.7208821577364,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,276.0,15.0,13.0,1419.0,0.0,645.0216188952758,645.0216188952758,0.0,197.7448980808258,,,,,,,,,,,,,,,,232.08356956748622,207.88647848716752,642.647179670569,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,292.0,16.0,16.0,1435.0,0.0,643.8558120523935,643.8558120523935,0.0,199.4821548461914,,,,,,,,,,,,,,,,164.73315139535637,210.45221020650803,641.8619435736416,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,318.0,17.0,26.0,1461.0,0.0,1540.895332009515,1540.895332009515,0.0,201.89158058166504,,,,,,,,,,,,,,,,641.5044047196368,500.0183395511963,1525.7419594462515,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,335.0,18.0,17.0,1478.0,0.0,952.054302829177,952.054302829177,0.0,203.67655396461487,,,,,,,,,,,,,,,,394.35953419151167,316.71142687357735,946.2964872351566,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,346.0,19.0,11.0,1489.0,0.0,508.13207990990736,508.13207990990736,0.0,205.07862329483032,,,,,,,,,,,,,,,,180.95826774854217,177.3223902714606,506.64818715182525,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,367.0,20.0,21.0,1510.0,0.0,727.6271103757109,727.6271103757109,0.0,207.07539176940918,,,,,,,,,,,,,,,,210.58797090472413,251.06342137875745,723.9286916783904,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,29.0,1.0,29.0,1539.0,0.0,1942.7804425630559,1942.7804425630559,0.0,237.0291600227356,,,,,,,,,,,,,,,,962.9873257568972,601.7752832831617,1916.7705806968027,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,51.0,2.0,22.0,1561.0,0.0,1442.4221133118547,1442.4221133118547,0.0,239.10820627212524,,,,,,,,,,,,,,,,646.4711060762021,466.1133448298277,1429.6293783565345,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,67.0,3.0,16.0,1577.0,0.0,809.414073042058,809.414073042058,0.0,241.00671076774597,,,,,,,,,,,,,,,,286.2170755093533,270.17507010712103,805.6402400739823,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,89.0,4.0,22.0,1599.0,0.0,1339.911430919499,1339.911430919499,0.0,243.11881756782532,,,,,,,,,,,,,,,,542.5024764864789,436.380256429763,1329.3056821189155,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,103.0,5.0,14.0,1613.0,0.0,542.3028535159536,542.3028535159536,0.0,244.69073796272278,,,,,,,,,,,,,,,,172.5923860342034,174.7641668179659,540.4269870985734,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,117.0,6.0,14.0,1627.0,0.0,688.3181551139481,688.3181551139481,0.0,246.24400806427002,,,,,,,,,,,,,,,,268.0286995566406,226.69528610036483,685.2510043244797,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,149.0,7.0,32.0,1659.0,0.0,1867.3941364780485,1867.3941364780485,0.0,249.08915972709656,,,,,,,,,,,,,,,,830.6274088987209,586.9445085569404,1842.6567161093988,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,170.0,8.0,21.0,1680.0,0.0,728.522241676949,728.522241676949,0.0,251.28790044784546,,,,,,,,,,,,,,,,201.2623663475801,243.06329655972803,725.0207527363864,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,209.0,9.0,39.0,1719.0,0.0,2721.2084644916795,2721.2084644916795,0.0,254.5610671043396,,,,,,,,,,,,,,,,1311.8361139519805,846.6084597884904,2672.7195756231763,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,239.0,10.0,30.0,1749.0,0.0,2127.639550167225,2127.639550167225,0.0,257.25429677963257,,,,,,,,,,,,,,,,962.987292057873,681.3829490458265,2100.850782187676,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,266.0,11.0,27.0,1776.0,0.0,1499.9776389663564,1499.9776389663564,0.0,259.7004585266113,,,,,,,,,,,,,,,,600.6172793130945,491.0403310643918,1485.2462186435469,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
